INDUSTRY,SUBSCRIPTION_FEE,JOB_ACTIVITY_2,JOB_ACTIVITY_3,JOB_ACTIVITY_4,JOB_ACTIVITY_1,JOB_ACTIVITY_5,PAYMENT_TYPE_1,PAYMENT_TYPE_2,PAYMENT_TYPE_3,PAYMENT_TYPE_4,PAYMENT_TYPE_5,COMPANY_SIZE
D,26,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,A
D,46,3,6,73,4,10,13651.31,719.31,0.0,0.0,11317.0,B
E,24,25,36,26,29,24,4904.0,408.25,0.0,2288.5,2207.25,A
B,41,84,150,49,159,40,86281.36,2562.02,0.0,0.0,83719.34,B
E,79,9,13,6,24,2,1372.5,0.0,0.0,0.0,924.5,B
D,158,0,10,20,2,4,50119.9,3489.9,0.0,0.0,38065.0,B
A,46,106,112,118,400,91,13875.0,12310.0,12310.0,582.0,593.0,A
B,46,94,181,126,167,45,105575.24,8667.82,0.0,499.0,82035.42,B
E,6,4,6,5,8,1,1590.0,0.0,0.0,0.0,1590.0,C
F,83,64,68,17,79,15,21617.63,6314.18,0.0,0.0,2369.36,A
B,91,5,5,2,5,2,333.15,165.36,165.36,0.0,167.79,C
E,15,0,1,1,2,0,225.0,225.0,0.0,0.0,0.0,C
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,41,22,29,40,32,16,10223.77,1822.08,0.0,281.0,8120.69,B
C,83,0,95,140,111,139,63485.32,318.0,0.0,0.0,62167.32,A
E,33,8,40,15,50,5,6626.74,4777.6,4777.6,0.0,1136.64,A
A,83,0,69,67,60,62,15152.02,1333.0,0.0,425.0,13394.02,A
C,46,16,26,31,36,6,9138.8,4887.8,3650.8,0.0,3744.0,C
F,83,53,65,2,52,0,939.35,939.35,0.0,0.0,0.0,B
F,16,0,14,14,12,6,8091.99,6407.48,0.0,0.0,1684.51,C
B,46,0,4,2,1,1,700.0,372.0,372.0,0.0,328.0,B
D,46,0,147,0,275,0,0.0,0.0,0.0,0.0,0.0,B
E,23,1,21,23,23,4,4467.19,380.0,0.0,390.0,3697.19,C
D,52,52,83,82,89,65,126128.5,72181.0,0.0,5125.0,48822.5,B
C,46,0,6,5,6,4,5725.0,5725.0,5725.0,0.0,0.0,B
E,23,3,20,16,23,9,2694.01,1604.92,0.0,511.45,577.64,C
B,46,0,89,1,95,1,295.0,295.0,0.0,0.0,0.0,B
B,41,0,7,4,1,4,2818.22,0.0,0.0,0.0,0.0,C
E,1,0,52,14,64,6,1914.98,0.0,0.0,0.0,1914.98,B
B,23,0,3,2,0,0,675.0,0.0,0.0,0.0,675.0,C
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,15,15,11,20,9,1300.0,420.0,0.0,340.0,540.0,C
E,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
F,46,15,26,10,27,11,2458.25,1275.8,0.0,0.0,1182.45,B
A,46,0,0,1,0,0,70.0,70.0,0.0,0.0,0.0,B
C,30,3,83,83,87,74,22842.12,0.0,0.0,2825.0,7645.0,C
E,13,0,1,1,8,0,90.0,90.0,0.0,0.0,0.0,C
B,7,1,6,0,29,0,0.0,0.0,0.0,0.0,0.0,A
B,76,39,39,39,42,11,17269.14,5203.86,5203.86,0.0,4517.57,B
C,141,99,196,143,235,127,149670.99,56540.0,0.0,501.0,92310.99,A
E,13,4,4,4,5,0,328.98,328.98,0.0,0.0,0.0,C
A,46,0,91,459,811,0,47937.92,6197.2,0.0,3301.0,25869.7,A
D,23,0,12,5,14,1,645.0,0.0,0.0,120.0,525.0,C
A,26,2,9,12,17,1,1026.0,1.0,0.0,235.0,290.0,C
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
F,46,21,23,20,23,7,7577.5,0.0,0.0,258.0,0.0,C
E,30,18,109,51,95,49,9072.75,3378.75,3378.75,1650.0,275.0,B
B,317,0,158,129,164,109,200073.5,14732.87,0.0,0.0,185340.63,A
B,46,4,15,11,12,4,2661.69,0.0,0.0,0.0,49.0,B
B,111,8,18,18,10,7,46519.2,11301.0,0.0,0.0,35218.2,B
E,6,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,B
B,52,14,40,26,37,26,15025.76,2738.71,0.0,0.0,5585.05,B
E,42,26,27,27,28,9,4860.5,3036.5,0.0,192.68,1631.32,B
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,252,112,130,128,107,94,34950.89,9519.69,0.0,2696.54,22734.66,B
E,46,75,152,53,268,18,6828.0,0.0,0.0,1055.0,3790.0,B
D,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,30,12,43,79,28,10,25616.71,2235.09,2235.09,1047.0,22334.62,B
E,28,10,9,10,14,3,4748.48,926.86,0.0,2117.09,816.0,C
B,52,10,15,8,18,8,18279.32,888.27,0.0,216.65,17174.4,B
C,66,224,314,270,355,219,155331.62,72670.08,0.0,2357.1,80304.44,A
E,46,1,1,1,1,0,250.0,250.0,0.0,0.0,0.0,C
B,36,69,75,54,74,44,759001.43,6961.12,0.0,85.0,31790.85,B
C,70,57,72,52,91,41,62633.25,36422.5,26422.5,575.0,25635.75,B
A,43,121,383,471,403,421,289562.8,9436.19,0.0,112.5,230855.85,A
F,46,27,29,27,32,11,28793.49,15205.49,15205.49,0.0,0.0,A
C,16,0,138,72,92,12,75204.33,14054.18,0.0,1100.0,60050.15,C
E,41,45,55,35,91,2,9976.63,8978.14,0.0,1028.49,0.0,A
F,46,6,15,17,13,16,20257.09,1119.0,0.0,0.0,19138.09,B
F,16,0,5,6,0,0,4334.17,0.0,0.0,150.0,4184.17,C
C,46,0,12,21,11,18,27464.5,0.0,0.0,625.0,26839.5,B
B,384,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
F,46,36,40,23,44,10,6257.94,0.0,0.0,1387.04,3453.15,B
F,83,35,73,45,84,37,35225.18,12167.18,0.0,0.0,23058.0,B
C,97,1,37,0,71,0,0.0,0.0,0.0,0.0,0.0,B
B,41,9,11,9,25,7,2475.0,69.0,0.0,0.0,1568.0,B
B,1036,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A
B,79,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,B
B,46,1,5,0,7,0,0.0,0.0,0.0,0.0,0.0,B
B,52,15,71,39,72,32,158721.9,103434.9,0.0,0.0,55287.0,B
B,52,2,58,69,68,58,71584.5,2710.5,321.0,1080.0,62582.0,B
B,60,1,1,1,2,0,1.0,1.0,0.0,0.0,0.0,B
B,15,4,8,7,5,6,17428.0,428.0,0.0,2300.0,14700.0,C
C,33,41,53,48,63,48,26687.68,11730.08,0.0,442.5,14515.1,B
A,46,33,49,48,201,11,7601.0,1105.0,0.0,616.0,5460.0,B
D,46,0,51,93,0,0,13504.0,3385.0,0.0,1240.0,7979.0,B
E,35,23,40,53,44,18,13190.88,0.0,0.0,357.64,8829.45,B
E,24,3,7,5,11,1,974.66,0.0,0.0,0.0,974.66,B
E,41,0,31,30,30,20,7206.08,3481.62,0.0,792.2,2682.26,C
E,49,7,31,31,37,0,4960.0,0.0,0.0,4305.0,480.0,C
C,154,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A
B,46,13,16,10,17,6,20718.6,6561.1,0.0,7565.0,6592.5,B
B,46,25,53,30,71,25,32240.03,8001.68,0.0,179.95,15960.76,B
B,59,48,54,36,54,33,48752.75,11362.0,6979.0,13179.0,23832.75,B
E,15,0,1,2,4,0,212.5,137.5,0.0,75.0,0.0,C
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,8,44,52,33,57,5,53188.02,9033.5,0.0,1280.0,24610.0,A
C,52,77,97,79,86,70,58897.6,15804.5,0.0,378.0,42715.1,B
E,16,6,12,13,14,9,2350.58,1707.58,0.0,0.0,643.0,C
F,46,0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,2,1,2,0,4,0,9384.91,0.0,0.0,0.0,9384.91,B
B,78,0,28,31,35,19,47325.0,0.0,0.0,11590.0,29660.0,C
E,15,0,9,5,8,0,3106.45,0.0,0.0,491.0,2615.45,C
E,21,3,8,9,12,1,2083.7,1883.7,1883.7,0.0,200.0,C
C,83,17,47,45,60,44,13400.0,6600.0,0.0,0.0,6800.0,B
C,46,0,12,23,1,0,22335.0,8830.0,8830.0,40.0,11550.0,B
F,46,2,28,28,29,3,8926.48,1796.48,1796.48,375.0,6755.0,B
D,0,47,46,51,54,47,8890.95,1208.75,1208.75,1606.91,6075.29,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
B,47,11,11,5,11,3,9399.98,0.0,0.0,0.0,0.0,B
A,46,28,42,46,43,15,5979.32,1304.32,0.0,285.0,3630.0,A
A,49,22,24,25,27,0,5321.9,327.9,0.0,1858.0,1728.0,C
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,16,5,10,6,3,2,1030.0,245.0,0.0,25.0,760.0,C
B,60,15,27,20,25,13,5151.25,4307.25,4307.25,220.0,624.0,B
E,46,0,1,2,2,0,381.56,0.0,0.0,0.0,194.8,C
B,48,20,21,13,22,10,59788.87,15750.87,0.0,69.0,43969.0,B
E,83,105,162,148,160,96,38932.5,14159.0,0.0,240.0,24533.5,A
C,104,0,1,1,2,1,250.0,0.0,0.0,150.0,100.0,B
B,75,33,199,99,251,0,78892.0,0.0,0.0,0.0,0.0,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,52,19,59,38,56,37,39131.6,5068.0,0.0,17125.0,16938.6,B
D,52,0,8,0,26,0,0.0,0.0,0.0,0.0,0.0,A
C,46,0,48,56,0,1,59948.32,0.0,0.0,0.0,20855.9,B
A,23,32,37,37,43,13,6315.0,3190.0,0.0,990.0,1975.0,B
B,46,0,29,28,39,15,16628.45,0.0,0.0,0.0,8455.79,B
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,1,109,114,308,73,19406.24,3025.22,0.0,0.0,15187.02,B
E,21,37,36,2,42,2,250.0,0.0,0.0,125.0,125.0,C
A,46,84,94,104,387,102,8601.66,3883.75,0.0,110.69,1041.15,A
A,46,425,441,4,942,4,730.0,570.0,0.0,160.0,0.0,B
A,66,286,302,280,15,44,34171.0,0.0,0.0,930.0,33241.0,A
A,46,2,2,2,2,2,180.0,0.0,0.0,0.0,180.0,B
A,46,10,10,9,7,7,5678.42,4813.32,4813.32,0.0,865.1,B
C,23,0,5,0,6,0,0.0,0.0,0.0,0.0,0.0,C
E,46,52,89,32,101,18,11366.91,0.0,0.0,554.72,9975.82,B
A,66,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,B
E,23,35,145,41,64,32,25135.1,1195.0,1195.0,820.0,23120.1,B
B,25,0,16,15,20,10,18985.0,215.0,0.0,0.0,16120.0,C
F,26,1,14,15,10,2,14756.0,6261.0,0.0,0.0,8495.0,A
C,111,0,30,0,291,0,0.0,0.0,0.0,0.0,0.0,A
B,46,29,31,15,32,15,21417.0,0.0,0.0,700.0,10200.0,B
E,46,27,73,62,81,47,5713.99,2778.5,2778.5,0.0,552.5,B
A,41,4,23,14,15,3,3752.0,1.0,0.0,148.5,2236.5,B
E,26,6,25,22,27,1,9806.9,6693.1,0.0,0.0,3113.8,B
C,75,5,6,6,27,3,4933.78,4933.78,0.0,0.0,0.0,A
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,83,164,418,23,584,3,29077.5,0.0,0.0,0.0,23132.5,A
C,716,51,132,125,134,71,195241.41,83761.16,0.0,1936.0,109544.25,A
E,15,0,5,4,6,1,740.46,329.35,0.0,325.0,0.0,C
F,40,18,35,15,31,5,4265.81,155.0,0.0,170.0,2362.51,B
B,30,1,79,309,62,28,40182.88,2071.88,0.0,1005.0,30791.0,B
A,33,105,191,191,291,38,16844.69,2385.5,0.0,760.0,2767.0,A
C,95,66,86,92,83,75,190954.75,8816.0,2765.0,375.0,173499.75,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,83,0,55,17,147,0,4117.5,424.0,0.0,158.0,3535.5,A
A,23,0,4,2,4,0,600.0,0.0,0.0,0.0,500.0,C
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,52,8,9,5,11,5,29863.91,19219.12,9219.12,0.0,10644.79,A
A,33,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,30,49,74,0,69,0,0.0,0.0,0.0,0.0,0.0,B
C,16,0,2,2,0,1,750.0,515.0,0.0,235.0,0.0,C
A,46,28,31,37,73,16,2594.5,0.0,0.0,717.5,1030.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,57,22,72,30,86,10,5567.25,2106.25,0.0,225.0,3236.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
F,46,0,9,20,0,2,10454.76,175.0,0.0,400.0,9879.76,C
F,83,1,2,0,2,0,0.0,0.0,0.0,0.0,0.0,B
B,46,1,4,2,9,0,4998.0,0.0,0.0,0.0,4998.0,B
A,6,1,1,2,8,0,170.0,0.0,0.0,50.0,0.0,B
B,26,0,9,9,7,1,9641.85,337.0,0.0,8995.0,214.85,B
E,30,11,54,53,76,20,11820.28,0.0,0.0,1151.04,129.6,B
B,46,65,114,104,104,54,74971.97,2897.32,0.0,358.74,71715.91,B
D,436,6,13,4,15,1,9900.0,320.0,0.0,0.0,9580.0,B
C,83,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,142,55,71,75,88,14,21666.0,8970.3,0.0,2584.0,10111.7,B
C,46,0,40,21,45,17,9277.25,2872.25,0.0,275.0,6130.0,B
C,52,21,59,39,62,36,74068.42,19004.5,19004.5,1465.0,42123.42,B
A,41,0,38,28,36,0,7834.8,1784.8,0.0,375.0,5675.0,A
B,23,2,32,48,40,46,58711.5,3444.5,0.0,360.0,54907.0,A
A,253,14,39,42,156,14,5758.53,2608.53,929.17,0.0,2998.0,C
C,83,0,17,13,6,1,14015.0,0.0,0.0,0.0,14015.0,A
E,16,0,20,21,19,6,6439.25,2601.95,0.0,395.0,3442.3,C
B,46,8,18,14,37,3,17694.45,45.0,0.0,0.0,8753.7,B
E,71,15,34,31,40,10,15338.5,180.0,0.0,2540.0,11604.5,B
E,46,7,11,10,11,0,1342.0,0.0,0.0,100.0,1242.0,C
B,41,7,12,6,10,0,6236.51,367.76,0.0,0.0,5868.75,B
A,46,3,4,3,4,2,331.0,1.0,0.0,210.0,0.0,B
A,30,11,13,13,10,12,1833.26,1420.96,0.0,0.0,178.0,A
E,20,2,3,0,3,0,0.0,0.0,0.0,0.0,0.0,C
C,83,42,143,109,167,0,70231.3,0.0,0.0,2012.0,45376.3,A
C,83,0,208,180,231,164,81766.94,0.0,0.0,2251.28,8069.44,B
A,33,78,231,3,839,0,210.0,0.0,0.0,90.0,120.0,A
B,46,0,14,9,16,3,24700.44,8363.96,0.0,11286.59,2112.22,B
F,23,0,9,7,0,5,7195.07,1832.0,0.0,0.0,5363.07,C
B,90,21,37,27,42,8,84544.37,14085.84,0.0,367.44,66206.09,A
E,59,38,46,50,50,11,31814.1,10970.25,0.0,0.0,18255.78,A
E,41,47,66,64,51,59,20729.42,6836.5,2546.14,650.0,13242.92,B
E,45,10,19,19,23,4,7533.98,2966.99,0.0,481.58,4085.41,B
A,46,12,34,42,38,42,4349.5,964.5,0.0,0.0,3385.0,B
E,26,24,44,56,51,0,12288.4,0.0,0.0,667.0,1355.4,B
C,46,0,12,11,1,0,8370.0,3920.0,0.0,0.0,4450.0,B
A,46,119,207,25,871,20,5618.0,4093.9,3039.4,158.0,1096.1,A
F,26,17,22,6,25,6,6033.85,2308.85,0.0,150.0,3100.0,A
B,67,13,14,2,17,2,585.0,258.0,0.0,327.0,0.0,B
B,26,0,11,8,0,7,1219.88,331.7,0.0,0.0,888.18,B
E,16,2,17,0,33,0,0.0,0.0,0.0,0.0,0.0,C
B,6,2,6,3,4,2,5538.71,268.24,0.0,0.0,5270.47,C
E,15,6,13,16,16,15,4568.11,2720.43,0.0,192.83,1654.85,C
F,102,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,13,5,4,4,10,2,813.85,613.85,613.85,0.0,200.0,C
B,41,61,101,0,106,0,0.0,0.0,0.0,0.0,0.0,B
B,46,69,75,71,90,33,37034.52,15231.77,0.0,0.0,21802.75,B
B,33,1,36,0,65,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,95,37,1,1,45633.0,3501.0,0.0,0.0,42132.0,C
B,46,4,9,10,10,9,8109.4,325.0,325.0,0.0,5669.3,A
C,83,38,181,130,214,0,199920.25,0.0,0.0,2658.45,145995.37,A
B,59,8,18,16,20,13,16105.52,174.88,0.0,0.0,15930.64,B
B,83,257,290,129,308,1,97144.9,0.0,0.0,2835.0,32111.5,A
F,53,76,89,79,101,73,53500.55,31175.17,0.0,0.0,22325.38,A
B,50,12,14,11,13,6,1073.6,644.0,309.0,0.0,354.6,C
F,61,36,45,44,56,24,15624.83,7908.83,7908.83,675.0,6736.0,B
F,30,22,40,28,48,28,34632.99,14726.2,0.0,162.9,16908.99,B
C,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
A,46,1,21,20,18,0,3975.0,341.0,0.0,125.0,3509.0,C
C,430,34,43,43,44,43,23561.4,14075.4,0.0,0.0,9486.0,B
B,41,0,10,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,38,0,42,40,30,6,8768.0,0.0,0.0,210.0,7768.0,C
B,6,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,62,0,1,2,1,0,584.56,0.0,0.0,0.0,584.56,C
C,198,0,87,70,125,66,129758.5,0.0,0.0,0.0,126193.5,A
A,23,1,57,1,193,0,365.0,0.0,0.0,0.0,365.0,A
F,46,3,17,14,15,8,26455.3,8615.0,0.0,700.0,17140.3,B
C,3,39,40,38,37,32,27151.08,9900.85,0.0,0.0,17250.23,B
B,48,6,19,16,16,4,22602.6,505.99,0.0,0.0,22096.61,C
C,56,0,42,42,40,24,126070.18,11970.4,11970.4,1114.0,90839.17,B
D,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,26,43,45,41,36,66387.61,0.0,0.0,0.0,52571.31,B
E,41,0,70,65,55,22,23238.86,4852.37,0.0,0.0,16059.53,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,83,48,68,55,79,50,65435.66,23300.4,0.0,0.0,39027.5,A
A,83,86,104,107,467,7,20892.0,445.0,0.0,5100.0,6832.0,A
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,436,113,144,89,156,39,16971.65,8021.4,0.0,750.0,8200.25,B
B,41,107,122,2,137,1,363.88,0.0,0.0,0.0,363.88,B
B,56,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,22,83,68,90,65,54571.5,0.0,0.0,0.0,32734.0,B
B,46,53,66,52,75,37,23400.12,4306.34,397.0,618.38,18280.06,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,46,5,16,13,18,7,9896.74,6987.29,0.0,413.99,2495.46,B
D,23,0,4,25,4,0,18913.38,0.0,0.0,0.0,5028.5,B
E,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,31,12,11,20,12,5,2859.6,737.85,737.85,538.75,1583.0,C
C,54,82,165,133,156,55,136421.66,56880.72,45655.72,300.0,79240.94,A
F,23,21,32,0,29,0,0.0,0.0,0.0,0.0,0.0,B
F,46,0,4,6,21,2,11693.0,4887.0,0.0,0.0,4048.0,B
B,15,0,4,1,1,0,1995.0,1995.0,0.0,0.0,0.0,B
E,15,0,7,4,4,1,5226.8,2126.8,0.0,3000.0,100.0,C
A,46,59,67,67,18,38,11525.5,5252.5,0.0,400.0,5503.0,B
C,46,39,41,47,42,29,21577.03,12467.85,12467.85,397.5,8711.68,B
C,83,33,96,92,92,60,104639.82,58846.38,0.0,45.0,44873.2,A
B,16,1,2,3,2,3,2061.69,84.73,0.0,0.0,1976.96,C
E,16,6,30,33,39,29,11758.58,461.7,461.7,500.0,10796.88,C
E,41,0,20,51,0,0,13889.47,2646.25,2646.25,210.0,11033.22,B
E,56,26,36,37,44,17,5724.0,0.0,0.0,216.0,1960.5,B
C,46,21,42,36,55,26,16278.55,5762.0,0.0,600.0,9916.55,B
F,33,8,8,6,11,3,3470.65,0.0,0.0,3420.65,50.0,B
A,46,57,173,0,3,0,0.0,0.0,0.0,0.0,0.0,A
B,52,22,32,32,31,17,14128.6,1968.0,0.0,1760.0,10400.6,B
E,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,36,36,35,32,34,8,12148.92,6664.47,0.0,599.9,4219.65,B
A,46,235,244,0,263,0,0.0,0.0,0.0,0.0,0.0,A
B,41,18,24,29,39,3,19307.3,0.0,0.0,529.5,18388.8,B
B,46,0,13,18,13,7,43548.5,0.0,0.0,0.0,43548.5,B
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,8,26,20,26,14,25576.75,7775.0,0.0,0.0,17801.75,B
E,41,5,43,32,47,19,5457.72,591.37,0.0,348.2,2106.83,B
E,16,12,3,3,31,0,4120.0,0.0,0.0,0.0,4120.0,C
C,46,0,6,7,2,1,1730.0,560.0,0.0,100.0,1070.0,B
E,20,74,80,78,88,72,25035.9,135.0,0.0,2076.0,14557.9,B
E,26,54,62,70,80,17,22267.68,10726.57,0.0,0.0,7951.68,B
B,46,0,3,1,2,0,600.08,600.08,0.0,0.0,0.0,B
B,46,7,14,4,15,3,409.0,91.0,0.0,0.0,318.0,B
E,23,11,18,0,20,0,0.0,0.0,0.0,0.0,0.0,C
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,161,31,77,15,92592.7,8395.24,0.0,0.0,64215.2,B
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,73,105,132,159,135,148,38625.31,25102.26,0.0,340.0,13183.05,A
B,48,51,57,24,66,17,11116.25,2273.17,0.0,79.5,2783.86,B
C,83,26,91,78,103,74,67297.73,26892.35,27092.35,5929.87,34475.51,A
C,83,173,533,158,535,110,39524.42,12986.88,0.0,1189.1,25348.44,B
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,153,0,8,16,11,9,7686.19,540.0,0.0,0.0,6501.7,C
B,46,0,14,14,13,11,10035.0,4412.5,4412.5,0.0,5622.5,B
C,88,45,44,40,54,38,13184.59,2796.39,0.0,2718.13,7670.07,B
D,46,0,9,10,9,10,17857.5,2182.5,0.0,0.0,15675.0,B
C,66,85,86,83,93,37,24217.8,0.0,0.0,3172.0,9920.25,B
E,23,3,48,41,60,3,13136.11,342.5,0.0,0.0,0.0,B
F,52,45,64,51,63,45,27927.26,0.0,0.0,130.0,16938.0,B
E,41,74,104,101,104,24,24106.15,14235.13,14235.13,1942.59,7928.43,B
A,16,0,1,5,0,0,1429.1,1429.1,0.0,0.0,0.0,C
E,30,10,25,28,26,13,7744.8,4764.8,4764.8,910.0,1945.0,C
B,30,0,2,3,2,3,5050.0,0.0,0.0,0.0,5050.0,C
C,46,52,83,114,88,103,65477.77,27761.82,0.0,630.0,37085.95,B
B,90,73,94,50,92,3,39962.29,1746.93,0.0,0.0,18769.65,A
E,10,0,41,35,48,9,5741.05,656.11,0.0,481.9,4603.04,C
A,46,1,4,0,5,0,0.0,0.0,0.0,0.0,0.0,B
B,41,13,37,30,42,29,68665.1,0.0,0.0,0.0,47393.1,B
A,52,36,49,0,57,0,0.0,0.0,0.0,0.0,0.0,A
B,46,58,76,27,79,0,77900.54,0.0,0.0,0.0,68760.0,B
C,33,17,16,14,18,14,5965.5,2121.0,0.0,0.0,3844.5,C
F,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,11,18,20,16,15,17960.8,247.0,0.0,40.0,17673.8,B
B,46,21,21,17,35,6,10150.22,0.0,0.0,559.0,4523.61,B
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
D,27,4,77,29,14,7,23528.0,5856.0,0.0,6472.0,11200.0,B
C,46,36,41,36,45,11,22795.0,14555.0,0.0,-865.0,7905.0,B
B,46,0,19,17,26,14,9975.83,6058.83,6058.83,0.0,3917.0,B
B,45,0,11,13,0,0,6657.0,3175.0,3175.0,0.0,2050.0,B
B,436,0,10,21,1,1,30717.2,3654.0,0.0,165.0,21763.2,B
C,46,200,234,113,261,56,41646.03,19690.75,0.0,644.5,21209.98,B
B,46,8,11,21,20,8,5837.26,2656.0,0.0,0.0,3181.26,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,52,15,18,15,30,14,15033.26,1114.0,0.0,0.0,13919.26,B
A,46,0,6,6,1,6,795.0,795.0,0.0,0.0,0.0,B
E,13,0,16,14,16,14,6223.07,3100.37,0.0,0.0,3122.7,C
E,41,59,60,72,69,66,18314.15,6461.15,1834.85,470.0,7262.0,B
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
F,46,2,14,9,12,8,7897.75,3836.5,0.0,1401.25,2660.0,B
B,46,23,69,21,82,8,45244.85,0.0,0.0,80.0,42294.9,A
A,36,19,42,59,48,38,12013.89,3224.86,3224.86,0.0,8388.71,A
A,41,40,70,51,105,14,8029.7,3607.7,3607.7,707.0,3595.0,B
B,16,5,24,12,13,7,9433.83,5194.38,474.62,0.0,4239.45,C
E,41,0,22,4,45,0,389.85,389.85,0.0,0.0,0.0,B
B,52,4,5,2,7,1,675.0,600.0,0.0,0.0,75.0,B
E,54,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,31,0,3,2,7,0,380.17,140.17,0.0,240.0,0.0,C
E,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,6,4,4,1,9,0,200.0,0.0,0.0,200.0,0.0,C
E,41,8,31,58,44,6,26960.26,5619.66,0.0,0.0,21340.6,B
A,21,1,7,6,12,1,1569.0,0.0,0.0,339.0,1230.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,0,143,59,124,14,19829.0,1779.0,0.0,88.0,17574.0,B
B,90,164,194,119,184,90,62636.29,15894.34,0.0,5882.89,37566.01,A
B,16,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,C
B,16,0,2,2,2,1,390.0,390.0,0.0,0.0,0.0,C
C,131,12,25,16,104,1,7793.02,6327.52,0.0,176.5,1289.0,B
E,6,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,C
B,90,166,167,151,193,141,107152.02,-500.0,0.0,7114.05,28023.47,A
A,16,0,1,1,0,0,130.0,130.0,0.0,0.0,0.0,B
E,356,8,67,61,66,40,82880.82,24437.05,0.0,182.29,58261.48,B
A,75,114,123,99,387,62,14148.47,8546.97,8546.97,350.0,503.0,A
A,33,100,109,0,84,0,0.0,0.0,0.0,0.0,0.0,A
E,31,38,41,30,53,22,14351.77,4789.79,4789.79,1908.64,6395.85,A
E,26,16,28,25,33,23,7423.4,0.0,0.0,0.0,2329.0,B
B,46,5,55,50,58,44,29937.2,2502.5,0.0,764.0,26670.7,A
B,59,44,74,8,54,7,8311.13,0.0,0.0,184.06,500.0,B
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
F,450,56,64,41,95,34,41381.0,12761.0,0.0,294.0,28326.0,A
